S.no.,k,Success Rate,Collision Rate,Nav Time,Total Reward,Freq. Danger,Avg. Min. Separation dist in Danger,Configuration of Robot,Configuration of humans
1,1,0.0,1.0,25,-0.4753456050558665,0.3125,0.10393600336605642,"[[(5.9, -0.4), (0.0, 6.6)]]","[[(-2.0, -0.1), (1.2, -4.3)], [(-1.2, -1.6), (4.6, 1.2)], [(2.5, 1.0), (-1.0, 6.5)], [(1.0, -6.7), (2.9, -1.0)], [(-3.3, 1.2), (1.0, 5.4)], [(-1.1, 5.5), (2.8, 0.9)], [(-0.6, 1.1), (6.2, -0.9)], [(-1.8, 1.0), (-5.2, 0.6)]]"
1,1,0.0,1.0,25,-0.3121889720551731,0.2727272727272727,0.07686665770346353,"[[(-1.0, -4.6), (5.6, -0.2)]]","[[(-3.1, 1.1), (5.6, 0.9)], [(-1.2, 3.2), (0.9, -2.5)], [(0.4, 1.0), (-6.1, -0.3)], [(3.5, -0.9), (-0.4, 6.3)], [(-0.2, 6.7), (5.0, -0.3)], [(-3.5, -0.2), (-4.4, -0.9)], [(-0.3, -0.5), (0.4, -4.6)], [(1.1, 6.4), (0.0, -6.0)]]"
1,1,0.0,1.0,25,-0.4809131722025248,0.2,0.09443700899364078,"[[(0.2, 4.0), (0.0, -6.0)]]","[[(-0.0, 5.3), (0.5, 2.9)], [(-0.5, 6.3), (-3.6, -0.3)], [(-0.2, -4.3), (-0.9, -3.8)], [(-0.2, -0.2), (3.9, 0.1)], [(4.0, 0.8), (-0.6, -2.2)], [(-4.5, -0.6), (1.0, 4.9)], [(0.1, -1.5), (-0.5, 3.8)], [(6.6, 0.9), (6.6, 0.9)]]"
1,1,0.0,1.0,25,-0.75,0.0,0,"[[(1.2, -2.1), (-0.4, 2.1)]]","[[(0.3, 0.6), (5.8, -0.2)], [(4.9, 0.5), (1.0, -4.8)], [(0.2, 2.6), (-0.2, -2.1)], [(-1.2, -4.1), (0.5, -7.0)], [(-4.8, -0.2), (-3.5, 0.9)], [(0.5, -1.8), (2.9, -0.3)], [(0.3, -3.3), (7.0, -0.7)], [(6.1, 0.1), (0.6, 2.9)]]"
1,1,0.0,1.0,25,-0.75,0.0,0,"[[(-3.3, -0.1), (0.7, -6.9)]]","[[(-0.4, 6.0), (2.9, 0.5)], [(-3.6, -0.4), (-0.7, -6.0)], [(-1.8, -0.7), (0.8, 5.0)], [(-0.4, -4.4), (-4.0, -0.1)], [(-0.4, 5.0), (-6.1, 0.1)], [(4.6, 0.2), (-2.9, 1.1)], [(3.5, -1.1), (6.9, -0.3)], [(0.3, 1.3), (0.6, -2.2)]]"
1,1,0.0,1.0,25,-0.3225547606045628,0.1724137931034483,0.0433845617545157,"[[(-0.9, 2.7), (-5.2, 1.2)]]","[[(4.6, 0.8), (-5.8, 1.0)], [(-1.9, -0.0), (-6.1, -0.9)], [(1.2, 2.0), (-0.4, 5.8)], [(-5.5, -1.0), (-2.4, -1.1)], [(-0.4, 0.3), (2.5, -0.7)], [(-0.2, 3.9), (-0.4, -3.8)], [(1.0, 7.2), (-3.7, -0.6)], [(1.2, 3.1), (4.0, 0.7)]]"
1,1,0.0,1.0,25,-0.5833740581708464,0.2222222222222222,0.07965489307271395,"[[(5.1, -0.5), (0.1, 4.5)]]","[[(-1.1, -6.1), (-0.0, -5.0)], [(0.2, -2.5), (-3.1, -0.3)], [(0.4, 0.2), (2.5, 0.0)], [(-0.2, -0.8), (1.0, -7.0)], [(-5.6, -1.2), (-6.0, 0.6)], [(4.6, 1.2), (0.5, -2.7)], [(6.5, 0.6), (6.1, 0.8)], [(-0.1, 3.1), (0.3, 5.1)]]"
1,1,0.0,1.0,25,-0.5053809498305566,0.07692307692307693,0.004582079406232564,"[[(-0.2, -3.5), (-0.5, 7.0)]]","[[(-2.2, 0.4), (2.9, -0.6)], [(1.1, -6.0), (-5.4, 0.8)], [(-0.8, -5.4), (-0.7, -5.9)], [(-0.5, 0.8), (4.1, -0.5)], [(1.0, 0.8), (-4.1, -1.2)], [(3.0, 0.4), (-1.1, -4.4)], [(2.1, -0.9), (3.4, 1.2)], [(-0.8, 6.7), (-7.0, -0.7)]]"
1,1,1.0,0.0,3.25,1.1911667971124087,0.23076923076923078,0.09306473176936285,"[[(-2.5, 1.2), (3.6, -0.3)]]","[[(-0.0, 3.5), (-0.1, 7.1)], [(-0.6, -1.7), (-0.9, 3.0)], [(0.0, -5.5), (4.8, -0.0)], [(-6.0, -0.6), (3.1, 0.1)], [(4.0, -0.7), (1.1, -6.6)], [(2.7, -0.2), (4.1, 1.2)], [(0.8, -1.1), (-6.6, -0.0)], [(-0.1, 7.2), (-0.6, 5.3)]]"
1,1,0.0,1.0,25,-0.32009498663590963,0.8113207547169812,0.08189723555388367,"[[(-1.0, -6.8), (-4.6, 0.5)]]","[[(0.8, 0.3), (3.4, 0.4)], [(-0.9, 1.5), (-4.3, -0.1)], [(0.7, 2.9), (5.0, 0.9)], [(0.4, 5.5), (-0.9, -6.3)], [(4.9, 0.4), (-5.4, -1.0)], [(-2.4, 0.7), (-6.5, 0.5)], [(-6.7, -1.1), (-2.4, -0.1)], [(-6.2, 0.8), (7.0, -0.4)]]"
1,1,0.0,1.0,25,-0.4842718265694183,0.5,0.0827688416773141,"[[(3.3, -1.2), (0.7, 4.9)]]","[[(-0.4, -5.0), (5.1, 0.8)], [(1.0, -6.5), (-4.3, 1.0)], [(1.1, 4.9), (0.3, -5.5)], [(-0.4, 0.1), (-0.7, -6.6)], [(-6.8, 0.0), (-1.0, 5.8)], [(-0.4, -1.5), (-6.1, 0.6)], [(-0.2, 4.1), (3.6, -0.4)], [(-5.0, -0.5), (-0.8, -4.9)]]"
1,1,0.0,1.0,25,-0.4911697011004425,0.0,0,"[[(-6.4, 0.6), (7.2, -0.8)]]","[[(4.1, 1.1), (2.5, -0.2)], [(6.3, 0.7), (6.9, 0.6)], [(-0.0, 1.1), (-0.7, 3.7)], [(0.9, -3.3), (-1.0, 2.5)], [(3.1, -1.0), (-2.4, -0.0)], [(2.7, 0.2), (5.7, -1.2)], [(1.2, 1.2), (0.8, -3.7)], [(-0.8, 7.0), (-4.0, -0.1)]]"
1,1,0.0,1.0,25,-0.75,0.0,0,"[[(0.6, -5.0), (7.2, -0.2)]]","[[(0.8, -5.3), (-0.2, -4.0)], [(0.3, -1.3), (-2.6, 1.1)], [(-4.6, 0.0), (0.1, 5.1)], [(0.1, -7.1), (6.0, -0.2)], [(-3.4, 0.0), (1.1, -4.9)], [(2.1, 1.2), (-4.3, 0.5)], [(-1.2, 3.2), (4.2, -0.2)], [(4.0, -0.6), (-6.5, 0.1)]]"
1,1,1.0,0.0,6.0,0.5828369679526396,0.7083333333333334,0.029612742092730043,"[[(-3.7, 0.1), (-1.1, 2.6)]]","[[(-0.5, 1.5), (-6.0, -1.0)], [(1.2, -0.2), (-1.2, 3.1)], [(0.7, 0.9), (3.7, 0.2)], [(-0.1, -1.4), (-2.1, -0.2)], [(-0.2, 3.2), (-7.0, 0.6)], [(0.8, 6.2), (6.9, -0.3)], [(4.4, -0.2), (1.2, 6.9)], [(-2.0, -0.2), (3.2, -1.2)]]"
1,1,0.0,1.0,25,-0.75,0.0,0,"[[(-2.4, 0.3), (4.1, 1.0)]]","[[(0.2, 3.6), (6.8, 1.1)], [(-1.3, 0.4), (0.0, 5.9)], [(-0.8, -4.6), (-0.4, -6.2)], [(1.2, 5.8), (4.7, 0.9)], [(-0.7, -6.7), (0.4, 4.4)], [(-2.8, -0.1), (-4.6, -0.6)], [(4.9, -0.6), (4.1, -0.4)], [(-0.6, 4.9), (-6.2, 0.4)]]"
1,1,0.0,1.0,25,-0.38132730467510345,0.22727272727272727,0.1345395872829223,"[[(1.1, -5.7), (-0.1, 5.1)]]","[[(-1.0, -2.9), (0.9, 3.3)], [(0.4, -4.2), (-5.8, -0.0)], [(2.0, 0.7), (1.0, -6.4)], [(5.3, 0.4), (0.5, 5.2)], [(-4.4, -0.5), (0.9, -4.7)], [(1.1, -2.1), (-4.0, 0.1)], [(-0.8, -1.8), (-3.1, 0.7)], [(0.5, -0.6), (6.5, 0.1)]]"
1,1,1.0,0.0,5.25,0.8722726917054991,0.0,0,"[[(0.3, 4.7), (2.2, -1.2)]]","[[(0.1, 2.7), (-1.2, 2.6)], [(1.2, -0.7), (5.8, -0.3)], [(-0.3, -3.4), (-0.1, 3.5)], [(-0.9, -6.6), (-1.2, 5.9)], [(0.4, 6.8), (1.2, -4.2)], [(-5.5, -0.5), (4.6, -0.1)], [(1.5, 0.9), (5.4, 0.7)], [(-2.1, -0.5), (-0.7, -6.5)]]"
1,1,1.0,0.0,4.0,1.052094223394553,0.1875,0.07968227911223014,"[[(0.8, -2.2), (-5.2, -0.8)]]","[[(0.8, -6.6), (3.0, -1.2)], [(-2.2, -1.0), (-1.2, 2.9)], [(0.8, -1.0), (-0.5, 5.5)], [(0.8, 1.2), (1.0, -6.4)], [(0.9, 4.7), (0.2, -2.8)], [(1.8, 0.5), (1.1, -3.9)], [(-5.4, 0.6), (3.1, 0.3)], [(5.7, 1.0), (-2.5, 0.8)]]"
1,1,1.0,0.0,4.25,0.9764054646117901,0.35294117647058826,0.07633919854482335,"[[(3.0, 0.5), (0.6, 6.3)]]","[[(-0.5, 1.0), (0.3, -3.7)], [(4.9, 0.1), (0.3, 7.2)], [(-2.9, 0.2), (6.0, -0.2)], [(-3.7, 1.2), (-3.4, 0.7)], [(-0.7, -3.2), (-0.6, 5.6)], [(0.3, 5.4), (-0.9, 3.1)], [(-0.5, 4.6), (-6.9, 0.8)], [(0.6, -2.6), (0.4, 2.9)]]"
1,1,0.0,1.0,25,-0.36075018980497586,0.08695652173913043,0.09971207434792262,"[[(0.2, -5.0), (-1.2, 3.8)]]","[[(-0.2, 0.2), (-0.2, 2.9)], [(-1.1, 0.7), (1.1, 4.0)], [(-1.2, -2.6), (-3.2, -0.1)], [(1.2, -4.2), (2.8, 0.4)], [(0.9, 1.4), (-1.1, 6.9)], [(-2.6, -0.6), (-4.7, 0.1)], [(-0.3, 6.5), (1.1, -4.2)], [(-0.1, 1.6), (-4.0, -1.0)]]"
1,1,0.0,1.0,25,-0.4444107257781405,0.25,0.1733301193613085,"[[(1.1, 3.0), (-0.5, -7.0)]]","[[(-0.2, 4.3), (-0.6, 5.7)], [(-6.4, -0.9), (0.3, -7.0)], [(-0.6, -3.0), (-0.9, 7.1)], [(4.7, -0.6), (0.1, 4.5)], [(0.4, 2.0), (1.0, -4.6)], [(-1.9, -0.7), (6.9, -0.8)], [(0.7, -1.9), (5.5, 0.1)], [(0.3, 1.0), (-0.1, -4.6)]]"
1,1,1.0,0.0,4.75,0.8360005667818031,0.3684210526315789,0.03489622630324236,"[[(-0.8, 3.6), (-0.6, -2.2)]]","[[(-0.0, 5.3), (-0.5, 2.3)], [(-0.8, 0.3), (-3.0, -0.1)], [(6.8, 0.8), (-4.8, -0.7)], [(-3.0, -0.8), (-0.1, 4.0)], [(-0.3, 2.8), (0.4, 5.5)], [(1.0, 7.1), (6.0, -0.8)], [(0.7, -5.7), (0.2, -4.2)], [(0.4, 0.5), (-0.1, -2.9)]]"
1,1,0.0,1.0,25,-0.75,0.0,0,"[[(-1.2, 5.2), (1.1, -2.3)]]","[[(-0.7, 0.5), (2.5, 0.4)], [(-3.5, -0.5), (0.8, -3.2)], [(1.6, 0.3), (-1.0, -3.4)], [(-0.7, 5.9), (-0.9, 5.7)], [(6.8, -0.4), (0.5, 2.7)], [(6.7, 1.2), (5.3, 0.3)], [(-6.9, 0.5), (-0.2, 7.0)], [(0.4, -5.4), (-4.2, -0.7)]]"
1,1,0.0,1.0,25,-0.75,0.0,0,"[[(0.4, -5.6), (-3.9, -0.2)]]","[[(-7.0, 1.1), (-0.4, -3.0)], [(0.8, -5.2), (-0.9, 5.7)], [(0.4, -2.4), (6.0, 0.8)], [(0.4, 6.3), (0.6, 6.6)], [(-3.4, 0.9), (0.9, -6.5)], [(1.1, 3.0), (-1.1, 6.8)], [(0.0, -0.7), (-0.4, 2.2)], [(6.6, 0.3), (1.0, 2.2)]]"
1,1,1.0,0.0,8.0,0.5145324672276705,0.15625,0.10289795486357392,"[[(-6.4, -0.9), (0.3, 6.6)]]","[[(-1.1, -1.9), (-0.4, -2.4)], [(6.3, 0.3), (5.3, 0.9)], [(0.8, 3.4), (0.9, 7.2)], [(-3.5, -0.6), (0.4, -5.0)], [(0.5, 1.3), (-0.7, -4.4)], [(0.0, -1.4), (-2.7, 0.9)], [(0.4, -5.3), (-0.5, 3.5)], [(1.1, 5.5), (-2.7, -0.2)]]"
1,1,0.0,1.0,25,-0.6304373896457318,0.16666666666666666,0.14892015510346723,"[[(-0.9, 5.0), (5.5, 0.5)]]","[[(-0.3, -2.7), (-5.5, -1.2)], [(0.9, 3.9), (-4.3, -0.0)], [(0.8, 1.3), (-1.0, 2.1)], [(5.9, 0.8), (1.0, -6.2)], [(-3.7, 0.3), (1.1, 2.3)], [(-1.2, 1.5), (0.3, 4.3)], [(1.4, -0.8), (-2.1, -0.4)], [(1.0, -5.0), (3.8, -0.5)]]"
1,1,0.0,1.0,25,-0.5819326074382862,0.2222222222222222,0.08741368790297921,"[[(0.9, -7.0), (-5.7, 1.0)]]","[[(1.2, 0.9), (0.1, -2.8)], [(-2.6, 0.3), (0.5, 2.1)], [(0.1, -1.3), (-0.8, 5.3)], [(0.3, -3.8), (4.1, -0.6)], [(-1.2, -6.2), (-0.2, -5.8)], [(0.8, 6.3), (-2.5, -1.0)], [(-0.2, 1.5), (-1.1, 4.2)], [(5.7, 0.6), (-1.2, -2.3)]]"
1,1,0.0,1.0,25,-0.4539836706974979,0.3684210526315789,0.08725112774194098,"[[(6.5, -0.6), (-0.5, -5.2)]]","[[(5.7, 0.6), (-0.1, 4.3)], [(-0.6, 4.1), (1.0, 6.2)], [(3.1, -1.0), (-4.1, 1.1)], [(1.7, 0.6), (3.7, -1.1)], [(-1.7, 0.2), (3.9, -0.0)], [(-0.7, 2.7), (2.5, 1.0)], [(-4.1, 1.1), (5.0, 0.8)], [(-2.8, -0.9), (0.1, -5.6)]]"
1,1,0.0,1.0,25,-0.49714375185405024,0.7647058823529411,0.11825336211382569,"[[(6.0, 0.8), (1.0, 3.6)]]","[[(2.4, 0.9), (0.3, 6.9)], [(-5.8, -0.8), (0.2, 5.8)], [(-0.7, -6.8), (0.9, 3.8)], [(-0.3, -0.4), (6.8, 0.8)], [(5.4, -0.0), (3.4, -0.2)], [(0.5, -1.5), (-0.4, -4.5)], [(0.8, 2.9), (-0.1, -3.4)], [(-3.1, -0.2), (-2.5, -0.2)]]"
1,1,1.0,0.0,14.25,-0.04191197580451114,0.5964912280701754,0.06731555201089824,"[[(-6.8, 0.8), (6.2, 1.0)]]","[[(-2.7, 0.0), (-6.8, -0.7)], [(-0.5, 1.9), (0.4, 5.9)], [(-1.0, -7.0), (-2.7, 0.4)], [(-1.2, -0.0), (-1.1, -2.3)], [(-0.3, -1.5), (0.3, -2.7)], [(-5.7, 0.3), (-5.9, 0.8)], [(2.3, 1.0), (-0.7, 7.1)], [(-5.0, 1.2), (-0.3, 3.6)]]"
1,1,0.0,1.0,25,-0.5377866983751959,0.18181818181818182,0.11592335296920114,"[[(-7.3, 1.1), (4.4, 0.7)]]","[[(-3.5, -0.0), (0.4, 5.4)], [(-0.2, -6.0), (6.4, 1.2)], [(-2.0, 0.9), (-3.5, -1.2)], [(-4.0, 0.9), (0.2, -3.9)], [(6.8, 0.4), (-4.9, -0.0)], [(-0.8, 2.1), (-0.7, 4.9)], [(0.1, -4.3), (1.2, 4.5)], [(-0.1, -0.2), (-1.2, -5.2)]]"
1,1,1.0,0.0,10.25,0.2475507882433828,0.6341463414634146,0.10350407948231569,"[[(1.1, 6.6), (5.2, -0.2)]]","[[(-0.6, 6.9), (0.6, 5.4)], [(-2.5, 0.9), (-3.5, 0.1)], [(0.1, -3.3), (-7.1, 0.8)], [(1.5, -1.2), (-0.1, -3.4)], [(2.1, 0.7), (-5.6, -0.9)], [(-4.8, 0.3), (7.0, -0.3)], [(-0.8, 4.8), (-0.5, 4.6)], [(6.6, 0.9), (0.2, -6.5)]]"
1,1,0.0,1.0,25,-0.5384077316615238,0.09090909090909091,0.04135388226539316,"[[(-6.3, 0.8), (-1.1, -4.5)]]","[[(1.2, 2.0), (1.0, -5.8)], [(-1.5, 0.3), (-0.0, -6.4)], [(0.2, 1.0), (5.1, 0.1)], [(4.4, 0.8), (-5.7, 1.2)], [(-4.6, 0.1), (-1.2, -6.3)], [(-0.5, -6.6), (0.9, 5.8)], [(6.3, -0.1), (-3.7, 0.9)], [(-2.8, -0.9), (2.6, -0.2)]]"
1,1,0.0,1.0,25,-0.75,0.0,0,"[[(5.4, 0.8), (0.4, -3.6)]]","[[(-1.0, 1.5), (3.9, -1.0)], [(-0.5, -6.1), (3.1, 0.4)], [(-1.0, -2.8), (-5.2, -0.3)], [(-2.6, 1.1), (1.0, 5.9)], [(5.0, 0.8), (0.5, -3.4)], [(1.1, 0.3), (-1.0, -7.1)], [(1.0, 1.6), (-0.7, 4.9)], [(-1.0, 2.6), (0.8, -5.0)]]"
1,1,0.0,1.0,25,-0.35315620744463694,0.5666666666666667,0.11379141332483243,"[[(4.3, -1.1), (-0.8, -3.9)]]","[[(0.0, -0.9), (-6.5, -0.9)], [(-0.4, -4.7), (4.2, 1.1)], [(-1.2, 5.7), (-5.0, 0.6)], [(-2.1, 0.5), (1.2, 4.3)], [(-0.7, 0.1), (0.3, -5.5)], [(0.7, -2.1), (0.8, -2.2)], [(5.6, 0.3), (-1.0, 6.7)], [(-6.7, -0.8), (-0.8, -7.1)]]"
1,1,1.0,0.0,4.75,0.9046390408742226,0.2631578947368421,0.05604294685002753,"[[(-0.8, -4.1), (-0.4, 3.6)]]","[[(1.2, 0.9), (0.5, 4.5)], [(-4.7, -1.1), (-0.5, 5.8)], [(0.2, -3.3), (2.2, 0.8)], [(-0.0, 3.1), (-5.5, -0.7)], [(-0.3, 4.3), (0.8, -6.1)], [(5.4, -1.1), (-4.1, -1.1)], [(5.0, 0.8), (2.4, -0.9)], [(0.5, 4.9), (-0.3, -6.8)]]"
1,1,1.0,0.0,4.25,1.0004585067133591,0.23529411764705882,0.08706437348812512,"[[(-6.1, 0.8), (2.2, -0.7)]]","[[(-1.1, 1.5), (-2.4, -0.6)], [(3.7, 0.8), (-3.7, -0.2)], [(-0.1, 6.9), (2.7, -1.2)], [(0.9, -0.3), (0.8, -4.2)], [(-2.7, 0.6), (-3.9, 1.2)], [(0.3, -6.7), (-1.2, -5.8)], [(-6.3, -1.1), (-6.6, 0.5)], [(5.1, 0.2), (-4.9, -0.7)]]"
1,1,0.0,1.0,25,-0.75,0.0,0,"[[(-0.0, 3.6), (-0.8, -6.9)]]","[[(-1.1, 0.4), (-0.3, -6.0)], [(0.7, 1.0), (-2.4, 1.2)], [(0.5, 3.9), (-2.7, -0.9)], [(5.6, -0.5), (-6.0, -1.0)], [(-5.3, -0.9), (-0.4, 4.9)], [(-0.9, -1.8), (-0.4, 2.6)], [(-1.5, -0.9), (5.3, -1.2)], [(7.2, 0.8), (-0.7, 6.0)]]"
1,1,0.0,1.0,25,-0.5737865958462488,0.2222222222222222,0.13059173951852054,"[[(-4.9, -0.0), (1.0, 3.3)]]","[[(-1.2, 0.1), (-0.1, 6.3)], [(-0.0, -5.6), (-0.2, 3.3)], [(1.0, -0.2), (-0.8, -4.0)], [(-2.0, -0.9), (-0.4, -7.0)], [(2.8, 0.3), (3.6, 1.0)], [(1.0, -5.3), (-1.0, -2.3)], [(0.3, 6.2), (-3.5, -0.4)], [(4.5, -0.8), (0.0, 5.2)]]"
1,1,0.0,1.0,25,-0.5555587763096489,0.2,0.12167960822303625,"[[(-0.2, 3.1), (0.7, -3.7)]]","[[(-1.3, -1.2), (-0.5, 4.2)], [(1.4, 0.9), (0.8, -4.1)], [(0.0, -6.8), (3.8, -0.5)], [(-2.8, 0.1), (6.3, -0.8)], [(-3.8, -0.6), (-4.1, -0.7)], [(5.8, -0.9), (1.0, -6.9)], [(-0.3, -0.7), (-7.0, -0.4)], [(-0.1, -5.7), (-5.2, 0.8)]]"
1,1,0.0,1.0,25,-0.75,0.0,0,"[[(5.3, -0.4), (0.2, -5.0)]]","[[(-2.5, -0.2), (-2.5, 1.1)], [(-4.7, -0.4), (0.2, -7.2)], [(-3.8, -1.1), (-6.3, 0.3)], [(0.8, -6.8), (5.1, 0.7)], [(6.1, 1.2), (-0.3, 2.3)], [(5.2, -1.0), (-7.2, -0.2)], [(0.7, 1.8), (-2.5, -0.6)], [(0.6, 3.1), (-3.9, -0.6)]]"
1,1,1.0,0.0,4.5,0.9029040442844691,0.7222222222222222,0.11070457524305032,"[[(-2.8, -1.1), (-1.0, -6.0)]]","[[(0.4, -6.5), (-3.8, -1.0)], [(3.6, 0.5), (-1.1, 6.5)], [(-0.2, 4.8), (-2.3, -0.9)], [(2.7, 1.2), (0.8, -3.4)], [(-1.1, -6.3), (-4.3, 0.4)], [(0.1, 3.1), (-0.8, -2.5)], [(-0.9, -4.0), (4.0, -1.0)], [(6.7, -1.1), (-0.2, 5.4)]]"
1,1,0.0,1.0,25,-0.6084818186239345,0.42857142857142855,0.17092456389146396,"[[(-1.1, -5.8), (-0.5, 2.5)]]","[[(5.3, 0.6), (-1.1, 6.8)], [(-2.1, -1.1), (-2.6, 0.3)], [(0.6, -4.6), (-4.1, 1.0)], [(-4.5, -0.7), (0.5, 4.7)], [(4.6, -0.5), (5.3, -0.3)], [(-0.1, 4.5), (-0.3, 6.1)], [(1.1, 5.0), (2.2, 1.0)], [(2.3, 0.6), (7.2, -0.2)]]"
1,1,0.0,1.0,25,-0.523279715696656,0.625,0.08398648157761061,"[[(4.3, -0.2), (1.0, -3.5)]]","[[(-0.7, -3.1), (-0.4, -3.4)], [(-1.2, 1.4), (-5.9, -0.6)], [(-7.0, -0.1), (0.1, 5.6)], [(1.1, -0.8), (-2.1, 0.3)], [(1.0, -6.4), (1.0, 2.2)], [(-4.3, -0.1), (4.1, 1.0)], [(6.3, 1.1), (-3.3, -0.4)], [(6.4, 0.1), (2.3, -1.2)]]"
1,1,0.0,1.0,25,-0.75,0.0,0,"[[(0.1, 5.9), (7.0, -1.1)]]","[[(4.5, 0.6), (-1.0, -2.6)], [(0.7, 6.2), (7.0, -1.2)], [(-0.3, -4.9), (5.8, 0.0)], [(0.7, -1.1), (-0.4, 4.5)], [(0.1, 4.5), (-0.4, 6.8)], [(1.2, -7.0), (0.3, 2.6)], [(-4.3, -0.7), (6.8, -0.2)], [(-0.8, 5.9), (2.1, -0.6)]]"
1,1,0.0,1.0,25,-0.75,0.0,0,"[[(-0.6, -7.3), (6.5, 1.2)]]","[[(-0.1, 1.4), (6.8, 0.3)], [(0.7, -1.4), (0.2, 4.3)], [(-3.8, -0.2), (-6.3, -0.1)], [(-0.5, -2.6), (1.0, 7.0)], [(0.3, 4.7), (1.1, -3.0)], [(6.6, -0.3), (-4.0, 1.2)], [(0.9, -5.0), (-0.7, 5.6)], [(-0.4, -6.5), (-5.1, 0.5)]]"
1,1,0.0,1.0,25,-0.5574727476234492,0.8181818181818182,0.1469013106712271,"[[(6.3, 1.2), (1.0, 4.2)]]","[[(-6.7, -0.1), (-4.5, 0.7)], [(0.9, 2.2), (4.4, 0.4)], [(4.4, 1.2), (1.0, 6.8)], [(0.4, -0.2), (-5.4, -0.6)], [(5.4, 0.0), (0.7, -6.6)], [(-0.6, 4.9), (-0.6, 3.5)], [(0.0, -3.1), (2.7, 0.0)], [(6.6, -0.6), (6.4, 1.1)]]"
1,1,1.0,0.0,5.25,0.8722851833313603,0.0,0,"[[(3.3, 0.1), (-6.8, -1.1)]]","[[(-1.2, -1.8), (0.0, -3.4)], [(4.9, -0.2), (0.7, -4.8)], [(-0.4, 7.2), (0.1, -6.1)], [(-1.1, -4.6), (3.9, -0.2)], [(-0.1, -4.5), (-2.3, -1.1)], [(-5.2, 0.5), (-0.9, 3.0)], [(-1.6, 1.2), (2.5, 0.7)], [(-1.2, -6.9), (-0.9, 5.4)]]"
1,1,0.0,1.0,25,-0.5740179684902476,0.4444444444444444,0.15585559621909814,"[[(6.6, -1.1), (0.3, -3.7)]]","[[(-1.2, -0.3), (-0.4, -2.5)], [(3.6, 0.8), (-5.6, 0.6)], [(-0.5, -2.9), (1.1, -7.1)], [(0.9, 2.4), (0.3, 4.4)], [(3.9, -1.0), (-1.0, 4.5)], [(0.6, 4.6), (-3.8, 0.1)], [(0.3, 7.0), (-0.5, 5.4)], [(5.5, 0.1), (-0.9, -3.4)]]"
1,1,0.0,1.0,25,-0.5881975217589545,0.2222222222222222,0.05542541432484521,"[[(-2.9, -0.1), (-0.9, -5.1)]]","[[(2.7, -1.2), (-1.1, -3.0)], [(5.8, 0.1), (-6.1, -0.3)], [(0.8, 7.0), (5.2, -0.9)], [(-0.2, 3.5), (0.4, 6.6)], [(-1.2, -4.5), (6.9, 0.4)], [(-0.9, 2.6), (0.3, 4.2)], [(1.2, -5.9), (-1.2, 5.5)], [(0.6, -1.7), (-0.8, -6.0)]]"
1,1,0.0,1.0,25,-0.75,0.0,0,"[[(-0.8, -3.7), (0.9, 4.5)]]","[[(0.9, -0.5), (-4.5, 1.0)], [(-0.1, 6.1), (0.4, -5.5)], [(1.1, -5.2), (-0.1, 5.0)], [(-0.5, -4.4), (-0.2, -3.2)], [(-0.3, 0.5), (-2.2, -0.6)], [(5.2, -0.6), (1.2, 4.1)], [(0.5, -7.2), (3.9, -0.7)], [(-2.9, -0.7), (5.3, -0.2)]]"
1,1,0.0,1.0,25,-0.75,0.0,0,"[[(2.7, -0.5), (-0.6, -3.4)]]","[[(-1.2, 7.0), (-0.2, 4.4)], [(-0.2, -4.0), (3.7, 0.7)], [(6.6, 0.7), (-2.6, -0.8)], [(2.4, -0.4), (-5.7, -0.1)], [(0.3, -6.5), (-0.4, -6.7)], [(-2.3, -0.4), (-3.6, 0.2)], [(0.8, 1.0), (4.7, 0.8)], [(-2.4, 1.2), (2.9, 0.1)]]"
1,1,0.0,1.0,25,-0.47816423819707443,0.07142857142857142,0.13489444968046949,"[[(-0.8, -3.0), (-3.1, -0.7)]]","[[(5.9, 0.2), (-4.2, 1.0)], [(-0.8, -0.6), (-3.9, -0.5)], [(1.1, 2.4), (0.0, -6.1)], [(2.5, 0.9), (4.4, 0.9)], [(-1.2, 2.8), (1.0, 5.9)], [(-2.8, 0.6), (-5.2, 0.3)], [(7.2, -0.3), (-0.2, -4.9)], [(-0.1, 7.0), (-0.8, 6.2)]]"
1,1,0.0,1.0,25,-0.48475850591270603,0.4117647058823529,0.10184328482946911,"[[(-1.2, 4.8), (0.8, -3.9)]]","[[(5.0, 1.2), (-1.0, -4.4)], [(6.9, 0.1), (1.1, 3.7)], [(-0.7, 5.6), (0.1, 2.6)], [(-6.9, -1.0), (-5.9, -0.5)], [(0.5, 1.1), (-0.1, -5.0)], [(-0.6, 3.6), (6.9, -1.1)], [(-0.6, -3.7), (0.4, -2.5)], [(-5.2, -0.2), (-0.3, 7.1)]]"
1,1,1.0,0.0,6.0,0.6939569143194071,0.4583333333333333,0.09711879762793588,"[[(-3.4, 1.2), (0.5, -5.6)]]","[[(-0.2, 3.8), (0.8, 6.0)], [(-4.6, -1.0), (1.2, -6.8)], [(-1.2, -0.8), (0.7, 4.1)], [(0.9, -4.2), (-4.2, 1.1)], [(0.0, 1.0), (1.1, 2.7)], [(0.9, 4.0), (-0.2, 4.6)], [(-6.9, -0.0), (7.2, -0.4)], [(0.4, 4.9), (3.9, -1.2)]]"
